Name,DD.MM
Aspazjusz,02.01
Achilles,23.04
Achilles,12.05
Achilles,07.11
Bega,31.10
Bega,17.12
Klaudiusz,15.02
Klaudiusz,18.02
Klaudiusz,06.06
Klaudiusz,21.07
Klaudiusz,23.08
Klaudiusz,30.10
Klaudiusz,08.11
Zdziesław,29.01
Zdziesław,28.11
Zdziesław,16.12
Jeremiasz,16.02
Jeremiasz,05.03
Jeremiasz,05.04
Jeremiasz,01.05
Jeremiasz,14.05
Jeremiasz,07.06
Jeremiasz,26.06
Jeremiasz,15.09
Satur,29.03
Kwintylian,13.04
Kwintylian,16.04
Protazy,19.06
Protazy,04.08
Protazy,24.11
Rajmund,07.01
Rajmund,23.01
Rajmund,29.05
Rajmund,21.06
Rajmund,31.08
Rajmund,05.10
Berenika,14.04
Borys,02.05
Borys,10.08
Świętosława,03.05
Rufin,14.06
Rufin,29.07
Rufin,11.08
Mszczujwoj,04.11
Filomen,14.11
Filomen,29.11
Juwentyn,25.01
Anatol,20.03
Anatol,02.05
Anatol,03.07
Chocsław,10.05
Sabinian,07.06
Sabinian,27.08
Twardosław,21.11
Franciszek,15.01
Franciszek,29.01
Franciszek,02.02
Franciszek,17.02
Franciszek,18.02
Franciszek,20.02
Franciszek,02.03
Franciszek,08.03
Franciszek,27.03
Franciszek,02.04
Franciszek,09.04
Franciszek,06.05
Franciszek,11.05
Franciszek,24.05
Franciszek,03.06
Franciszek,04.06
Franciszek,17.06
Franciszek,20.06
Franciszek,14.07
Franciszek,25.07
Franciszek,04.08
Franciszek,21.08
Franciszek,02.09
Franciszek,09.09
Franciszek,10.09
Franciszek,12.09
Franciszek,16.09
Franciszek,17.09
Franciszek,20.09
Franciszek,25.09
Franciszek,29.09
Franciszek,30.09
Franciszek,04.10
Franciszek,10.10
Franciszek,29.10
Franciszek,24.11
Franciszek,27.11
Franciszek,29.11
Franciszek,03.12
Justyna,12.03
Justyna,14.04
Justyna,28.05
Justyna,16.06
Justyna,13.07
Justyna,05.09
Justyna,17.09
Justyna,26.09
Justyna,07.10
Justyna,30.11
Gwibert,23.05
Ludwina,02.12
Sewer,01.02
Sewer,15.02
Sewer,24.03
Sewer,29.04
Sewer,08.08
Sewer,20.08
Sewer,15.10
Sewer,22.10
Sewer,08.11
Sewer,30.12
Beat,19.02
Beat,09.05
Beat,31.07
Faustynian,26.02
Charyzjusz,16.04
Marcja,21.06
Romaryk,08.12
Konrad,14.02
Konrad,19.02
Konrad,09.04
Konrad,19.04
Konrad,20.04
Konrad,21.04
Konrad,01.06
Konrad,01.08
Konrad,07.08
Konrad,04.10
Konrad,21.11
Konrad,26.11
Konrad,12.12
Zdzisław,29.01
Zdzisław,28.11
Cezariusz,25.02
Cezariusz,15.04
Cezariusz,27.08
Zdzimir,04.04
Orencjusz,01.05
Ligia,11.08
Krystiana,04.01
Krystiana,14.01
Krystiana,21.01
Krystiana,26.07
Kiejstut,21.02
Przybymir,16.03
Przybymir,27.08
Ambroży,17.03
Ambroży,20.03
Ambroży,04.04
Ambroży,19.07
Ambroży,16.08
Ambroży,16.10
Ambroży,02.11
Ambroży,07.12
Radomira,14.09
Regina,18.01
Regina,17.03
Regina,07.09
Regina,21.11
Metrofan,04.06
Zbysława,30.11
Druzjanna,24.12
Arnold,15.01
Arnold,19.02
Arnold,18.07
Arnold,09.10
Sulpicjusz,17.01
Sulpicjusz,29.01
Niemir,14.02
Kancjan,31.05
Erhard,08.01
Tycjana,16.01
Tycjana,03.03
Ischyrion,01.06
Ischyrion,22.12
Bronisława,01.09
Maksencja,20.11
Agaton,10.01
Agaton,07.12
Weronika,13.01
Weronika,04.02
Weronika,17.05
Weronika,09.07
Weronika,12.07
Weronika,15.12
Konstanty,23.01
Konstanty,17.02
Konstanty,11.03
Konstanty,12.04
Rozwita,05.09
Ksymena,28.10
Suligost,04.01
Feliks,11.01
Feliks,14.01
Feliks,30.01
Feliks,12.02
Feliks,21.02
Feliks,23.02
Feliks,01.03
Feliks,08.03
Feliks,18.03
Feliks,23.03
Feliks,26.03
Feliks,16.04
Feliks,21.04
Feliks,23.04
Feliks,10.05
Feliks,18.05
Feliks,30.05
Feliks,31.05
Feliks,11.06
Feliks,14.06
Feliks,12.07
Feliks,14.07
Feliks,17.07
Feliks,27.07
Feliks,29.07
Feliks,28.08
Feliks,30.08
Feliks,01.09
Feliks,10.09
Feliks,11.09
Feliks,22.09
Feliks,12.10
Feliks,24.10
Feliks,06.11
Feliks,20.11
Feliks,28.11
Feliks,04.12
Feliks,05.12
Nicefor,25.02
Nicefor,26.03
Nicefor,02.06
Nicefor,22.07
Nicefor,13.11
Sykstus,03.04
Sykstus,07.08
Sykstus,01.09
Pankracy,03.04
Pankracy,12.05
Pankracy,22.08
Leonarda,26.10
Leokadia,09.12
Kazimiera,19.12
Cyryn,03.01
Cyryn,10.05
Cyryn,12.06
Cyryn,25.10
Werner,02.02
Maksymian,22.02
Maksymian,09.06
Maksymian,03.10
Damiana,23.02
Damiana,04.05
Alodia,03.05
Alodia,22.10
Noemi,14.12
Ismena,29.01
Łazarz,11.02
Łazarz,23.02
Łazarz,14.03
Łazarz,27.03
Łazarz,10.05
Łazarz,17.12
Łazarz,30.12
Kosma,18.02
Kosma,14.07
Kosma,26.09
Kosma,14.11
Agenor,22.06
Agatonik,22.08
Włodzimierz,16.01
Włodzimierz,12.06
Włodzimierz,14.07
Włodzimierz,15.07
Włodzimierz,11.08
Retycjusz,15.05
Prokles,12.07
Prokles,19.09
Prokles,24.10
Miłodziad,01.09
Druzus,14.12
Amata,05.01
Amata,20.02
Amata,10.06
Amata,24.09
Egon,15.07
Nil,26.09
Bratomił,18.10
Glafira,13.01
Urban,24.01
Urban,02.04
Urban,16.04
Urban,19.05
Urban,02.07
Urban,28.07
Urban,05.09
Urban,27.09
Urban,31.10
Urban,28.11
Urban,07.12
Urban,19.12
Helena,02.03
Helena,11.04
Helena,23.04
Helena,22.05
Helena,31.07
Helena,13.08
Helena,18.08
Helena,04.11
Dyzma,25.03
Dyzma,26.03
Sieciesława,06.04
Basjana,19.01
Wenanty,01.04
Wenanty,05.08
Wenanty,13.10
Wenanty,14.12
Wierzyn,19.04
Wierzyn,20.04
Ekhard,28.06
Ekhard,01.07
Ekhard,15.09
Ekhard,29.12
Gryzelda,22.12
Masław,01.01
Nikodema,25.03
Nikodema,03.08
Teodozjusz,11.01
Teodozjusz,14.02
Teodozjusz,26.03
Teodozjusz,17.07
Teodozjusz,25.10
Doryda,07.08
Frumencjusz,27.10
Tęgomir,25.11
Więcesława,18.02
Więcesława,28.09
Ezdrasz,13.07
Wszebora,21.10
Palemon,11.01
Ludwik,12.02
Ludwik,28.04
Ludwik,30.04
Ludwik,24.05
Ludwik,18.08
Ludwik,19.08
Ludwik,25.08
Ludwik,08.10
Ludwik,09.10
Ludwik,09.11
Marutas,16.02
Marutas,04.12
Fortunat,21.02
Fortunat,23.04
Fortunat,01.06
Fortunat,11.06
Fortunat,26.08
Fortunat,27.08
Fortunat,28.08
Fortunat,14.10
Euzebiusz,20.01
Euzebiusz,31.01
Euzebiusz,24.04
Euzebiusz,21.06
Euzebiusz,12.07
Euzebiusz,02.08
Euzebiusz,12.08
Euzebiusz,14.08
Euzebiusz,17.08
Euzebiusz,25.08
Euzebiusz,08.09
Euzebiusz,21.09
Euzebiusz,26.09
Euzebiusz,04.10
Euzebiusz,22.10
Euzebiusz,15.12
Euzebiusz,16.12
Alderyk,19.01
Alderyk,10.10
Emerencja,23.01
Klaudyna,03.02
Klaudyna,18.11
Cyriak,03.01
Cyriak,16.03
Cyriak,02.05
Cyriak,15.07
Cyriak,05.08
Cyriak,08.08
Cyriak,12.08
Cyriak,23.08
Cyriak,29.09
Cyriak,12.10
Radosław,01.03
Radosław,02.03
Radosław,08.04
Radosław,08.09
Radosław,27.11
Dziesława,24.03
Dziesława,22.12
Rajmunda,07.01
Rajmunda,23.01
Rajmunda,29.05
Rajmunda,31.08
Rajmunda,04.09
Lech,28.02
Lech,12.08
Lawinia,14.04
Jarogniew,12.06
Jarogniew,06.12
Tuskana,14.07
Trojan,10.02
Krescens,19.04
Krescens,20.04
Krescens,18.07
Krescens,04.08
Krescens,29.08
Krescens,01.10
Krescens,29.12
Ryksa,21.05
Wyszesław,08.06
Chloe,21.06
Wszemiła,22.11
Tercjusz,06.12
Dalemir,15.01
Leoncjusz,13.01
Leoncjusz,19.02
Leoncjusz,19.03
Leoncjusz,24.04
Leoncjusz,18.06
Leoncjusz,10.07
Leoncjusz,01.08
Satura,29.03
Werena,01.09
Stronisława,05.09
Argeus,02.01
Siestrzewit,20.02
Guntram,28.03
Rzędziwoj,10.07
Aurea,19.07
Aurea,04.10
Godzimir,31.10
Godzimir,25.11
Wenefryda,03.11
Miłosław,02.02
Miłosław,03.07
Miłosław,03.08
Miłosław,18.12
Winanda,01.02
Abdon,30.07
Gwidona,04.09
Ariel,01.10
Ariel,16.11
Ziemowit,19.10
Ziemowit,06.11
Bazyli,02.01
Bazyli,27.02
Bazyli,07.03
Bazyli,22.03
Bazyli,26.03
Bazyli,30.05
Bazyli,30.06
Boguwola,28.01
Boguwola,08.12
Gaston,06.02
Gaston,24.04
Bratomir,13.03
Bratomir,20.06
Pomponiusz,30.04
Liberiusz,18.05
Liberiusz,30.12
Teopist,20.09
Gustawa,27.11
Jakubina,02.01
Jakubina,04.03
Jakubina,01.04
Winibalda,18.12
Pelina,05.12
Kanimir,09.06
Serafin,12.10
Serafin,29.10
Letycja,13.03
Letycja,21.10
Gabriela,08.02
Gabriela,23.04
Gabriela,06.11
Gabriela,18.11
Gabriela,19.12
Klara,17.04
Klara,11.08
Klara,12.08
Klara,17.08
Klara,18.08
Cieszyrad,19.04
Cieszyrad,20.04
Drohobysz,18.06
Polian,10.09
Gorgonia,09.12
Genowefa,03.01
Genowefa,09.11
Borzygniew,24.02
Iweta,29.06
Eleutery,20.02
Eleutery,18.04
Eleutery,26.05
Eleutery,16.08
Eleutery,06.09
Eleutery,02.10
Eleutery,10.10
Kandyda,06.06
Kandyda,04.09
Kandyda,10.09
Kandyda,03.10
Salwia,26.06
Ermelinda,29.10
Filipina,18.11
Saturnin,19.01
Saturnin,12.02
Saturnin,15.02
Saturnin,16.04
Saturnin,07.07
Saturnin,30.10
Saturnin,31.10
Saturnin,29.11
Saturnin,15.12
Saturnin,23.12
Saturnin,29.12
Domicjan,07.05
Domicjan,12.05
Domicjan,01.07
Domicjan,09.08
Racisław,02.06
Racisław,05.09
Aubert,16.06
Aubert,13.12
Eucheriusz,16.11
Łucjan,07.01
Łucjan,04.10
Łucjan,26.10
Konkordia,22.02
Konkordia,13.08
Patrycja,13.03
Patrycja,20.03
Patrycja,25.08
Patrycja,28.08
Hildebranda,11.04
Hildebranda,05.06
Adriana,08.07
Adriana,08.09
Salwiusz,11.01
Salwiusz,26.06
Salwiusz,10.09
Konstancja,18.02
Konstancja,14.06
Konstancja,17.07
Konstancja,19.09
Marcisław,07.12
Zybert,01.02
Zybert,11.07
Zybert,27.09
Ernestyn,13.03
Częstowojna,30.08
Oktawia,20.11
Pia,19.01
Agnieszka,21.01
Agnieszka,28.01
Agnieszka,18.02
Agnieszka,06.03
Agnieszka,20.04
Agnieszka,17.06
Agnieszka,27.08
Agnieszka,18.11
Agnieszka,20.11
Bertrada,11.02
Bertrada,24.03
Falibog,28.02
Trofim,11.03
Trofim,18.03
Trofim,14.04
Trofim,30.06
Trofim,19.09
Trofim,29.12
Wiercisław,01.08
Wiercisław,23.09
Bertyn,05.09
Malachiasz,14.01
Malachiasz,28.03
Malachiasz,02.11
Juwencjusz,08.02
Juwencjusz,12.02
Juwencjusz,01.06
Juwencjusz,12.09
Dezyderiusz,11.02
Dezyderiusz,25.03
Dezyderiusz,23.05
Dezyderiusz,17.09
Dezyderiusz,19.09
Baldomer,27.02
Juwenalis,03.05
Juwenalis,02.07
Akwilina,13.06
Mira,21.09
Emanuela,25.01
Emanuela,26.03
Boguchwała,18.03
Boguchwała,23.09
Rypsyma,29.09
Kalinik,28.01
Kalinik,23.08
Kalinik,06.11
Antoni,09.01
Antoni,12.01
Antoni,17.01
Antoni,06.02
Antoni,07.02
Antoni,12.02
Antoni,18.02
Antoni,01.03
Antoni,08.03
Antoni,16.03
Antoni,03.04
Antoni,09.04
Antoni,10.04
Antoni,07.06
Antoni,12.06
Antoni,13.06
Antoni,05.07
Antoni,09.07
Antoni,10.07
Antoni,25.07
Antoni,28.07
Antoni,03.09
Antoni,10.09
Antoni,23.09
Antoni,02.10
Antoni,24.10
Antoni,07.11
Antoni,01.12
Antoni,13.12
Antoni,15.12
Antoni,28.12
Awita,21.01
Awita,05.02
Awita,17.06
Bolesława,29.01
Mieczysław,01.01
Mieczysław,12.06
Nawoja,12.05
Serena,28.06
Kalista,19.01
Kalista,25.04
Częstomir,10.05
Edmund,07.08
Edmund,30.10
Edmund,16.11
Edmund,20.11
Edmund,01.12
Tarsycjusz,15.08
Elifia,16.10
Lubgost,16.10
Lubgost,29.10
Abercjusz,22.10
Mariola,25.03
Mariola,03.05
Sekundyn,11.02
Sekundyn,13.08
Lutosława,26.02
Stomir,12.01
Stomir,02.11
Bolebor,25.02
Rustyka,25.04
Rustyka,17.08
Rustyka,10.10
Rustyka,14.10
Rustyka,26.10
Ewelina,26.05
Ewelina,24.12
Sebbus,29.08
Chrystian,04.12
Julia,15.02
Julia,20.02
Julia,08.04
Julia,16.04
Julia,22.05
Julia,21.07
Julia,27.07
Julia,01.10
Julia,10.12
Dydym,28.04
Dydym,10.09
Dydym,11.09
Wisława,22.05
Wisława,15.06
Tryfiliusz,13.06
Wincentyna,28.06
Wincentyna,26.12
Hadriana,08.07
Hadriana,09.07
Hadriana,26.08
Artur,06.10
Artur,15.11
Artur,11.12
Radbod,29.11
Jeremi,16.02
Jeremi,05.04
Jeremi,01.05
Jeremi,14.05
Jeremi,07.06
Jeremi,26.06
Jeremi,15.09
Rudolf,21.06
Rudolf,25.07
Rudolf,01.08
Rudolf,17.10
Rudolf,01.12
Irmina,24.12
Izaur,17.06
Augustyn,28.01
Augustyn,29.04
Augustyn,19.05
Augustyn,27.05
Augustyn,28.05
Augustyn,09.07
Augustyn,24.07
Augustyn,03.08
Augustyn,28.08
Augustyn,09.09
Romuald,07.02
Romuald,19.06
Romuald,24.06
Romuald,09.08
Konkordiusz,01.01
Konkordiusz,16.12
Tala,11.03
Edeltruda,23.06
Adalryk,19.01
Adalryk,10.10
Diodor,03.05
Diodor,11.09
Wolfgang,31.10
Irma,24.12
Oskar,03.02
Dzierżysława,24.03
Anatolia,09.07
Anatolia,23.12
Alberta,06.10
Halszka,02.03
Natalia,27.07
Natalia,26.08
Natalia,01.12
Pamfilia,24.10
Lechosława,26.11
Baldomera,27.02
Justyn,13.04
Justyn,01.06
Justyn,14.06
Justyn,18.07
Justyn,31.07
Justyn,01.08
Justyn,04.08
Justyn,17.09
Justyn,05.10
Justyn,12.12
Tymon,19.04
Tymon,20.04
Tymon,28.07
Tymon,28.09
Edelburga,07.07
Genezjusz,25.08
Bibian,28.08
Częstogoj,04.02
Ilona,23.04
Ilona,18.08
Tina,14.05
Tina,28.07
Sandra,18.05
Sandra,26.08
Cyryk,16.06
Dargorad,24.11
Ingbert,28.03
Ingbert,22.10
Mścibor,10.09
Serapion,20.02
Serapion,25.02
Serapion,21.03
Serapion,21.05
Serapion,13.07
Serapion,27.08
Serapion,30.10
Serapion,14.11
Ksawera,22.12
Atenogenes,18.01
Atenogenes,16.07
Manuela,26.03
Gardomir,11.10
Krzesimir,11.01
Krzesimir,24.07
Wiktoria,11.02
Wiktoria,20.05
Wiktoria,12.08
Wiktoria,21.08
Wiktoria,17.11
Wiktoria,23.12
Hugon,01.04
Hugon,29.04
Hugon,10.08
Hugon,17.11
Suligniewa,30.05
Mściwoj,04.11
Eligiusz,15.01
Eligiusz,01.12
Bianor,10.07
Przedpełk,09.10
Honorat,16.01
Honorat,08.02
Honorat,16.05
Honorat,27.08
Honorat,13.10
Honorat,23.10
Honorat,28.10
Honorat,21.12
Honorat,29.12
Tryfonia,18.10
Uniebog,10.11
Eustazjusz,29.03
Eustazjusz,16.07
