Name,DD.MM
Przyboj,05.09
Więcemir,19.09
Loreta,10.12
Blizbor,28.01
Blizbor,12.03
Ofelia,03.02
Aulus,20.02
Amalia,24.05
Amalia,28.09
Amalia,07.10
Dalimir,29.10
Wojsława,02.11
Walentyn,01.01
Walentyn,07.01
Walentyn,14.02
Walentyn,16.03
Walentyn,02.05
Walentyn,16.07
Walentyn,26.07
Walentyn,02.09
Walentyn,16.10
Walentyn,29.10
Walentyn,03.11
Walentyn,06.11
Walentyn,13.11
Walentyn,24.11
Walentyn,02.12
Walentyn,11.12
Walentyn,13.12
Walentyn,16.12
Scholastyka,10.02
Uriel,22.01
Apolinary,08.01
Apolinary,08.04
Apolinary,23.07
Apolinary,21.08
Apolinary,23.08
Apolinary,02.09
Apolinary,13.09
Apolinary,05.10
Izbor,05.04
Sławosław,25.07
Sędomir,04.11
Izydor,02.01
Izydor,07.01
Izydor,15.01
Izydor,04.02
Izydor,05.02
Izydor,17.02
Izydor,04.04
Izydor,17.04
Izydor,15.05
Izydor,27.05
Izydor,14.12
Longina,15.03
Longina,24.04
Longina,24.06
Longina,03.07
Longina,07.11
Przeborka,18.06
Amalberga,10.07
Żywia,20.10
Nikola,01.11
Nikola,06.12
Bogurad,24.02
Bogurad,28.02
Bogurad,28.05
Bogudar,27.06
Bogudar,02.07
Bogudar,10.08
Bogudar,09.10
Bogudar,08.11
Konstancjusz,29.01
Konstancjusz,25.02
Konstancjusz,26.08
Konstancjusz,23.09
Konstancjusz,05.10
Konstancjusz,30.11
Konstancjusz,12.12
Miłobąd,02.04
Zoe,02.05
Zoe,05.07
Józefina,08.02
Józefina,12.03
Józefina,22.10
Godfryd,13.01
Godfryd,08.11
Merul,17.01
Irena,08.02
Irena,01.04
Irena,05.04
Irena,05.05
Irena,09.08
Irena,18.09
Irena,20.10
Eksuperiusz,02.05
Eksuperiusz,22.09
Eksuperiusz,28.09
Lutobor,19.07
Sybilla,09.10
Herminia,24.12
Daniel,03.01
Daniel,23.01
Daniel,16.02
Daniel,10.04
Daniel,10.07
Daniel,15.07
Daniel,21.07
Daniel,21.08
Daniel,10.10
Daniel,13.10
Daniel,10.12
Daniel,11.12
Hermiona,04.09
Bogodał,10.12
Sławobor,14.12
Lucjusz,08.02
Lucjusz,11.02
Lucjusz,18.02
Lucjusz,24.02
Lucjusz,04.03
Lucjusz,22.04
Lucjusz,23.05
Lucjusz,28.05
Lucjusz,20.08
Lucjusz,10.09
Lucjusz,19.10
Lucjusz,03.12
Spycimir,26.04
Hadrian,08.07
Hadrian,09.07
Hadrian,26.08
Liceriusz,27.08
Jan Chryzostom,13.09
Dzierżysław,24.03
Dzierżysław,16.07
Dzierżysław,01.09
Heliodor,09.04
Heliodor,03.07
Heliodor,21.11
Heliodor,06.12
Teodora,11.02
Teodora,17.04
Teodora,28.04
Teodora,04.05
Teodora,12.05
Teodora,11.09
Teodora,17.09
Teodora,28.11
Marcin,30.01
Marcin,02.02
Marcin,18.02
Marcin,13.04
Marcin,27.04
Marcin,01.07
Marcin,19.07
Marcin,08.10
Marcin,12.10
Marcin,24.10
Marcin,03.11
Marcin,08.11
Marcin,11.11
Marcin,07.12
Marcin,29.12
Sobiebor,09.09
Wirginia,07.01
Wirginia,15.02
Wirginia,07.05
Wirginia,05.08
Filipa,16.02
Filipa,23.08
Filipa,20.09
Filipa,15.10
Eustachy,04.02
Eustachy,20.02
Eustachy,29.03
Eustachy,20.09
Eustachy,03.10
Eustachy,12.10
Eustachy,20.11
Eustachy,28.11
Antonin,14.02
Antonin,10.05
Antonin,07.07
Antonin,29.07
Antonin,01.08
Antonin,02.09
Antonin,25.10
Antonin,31.10
Antonin,13.11
Niedamir,14.02
Niedamir,16.11
Nereusz,12.05
Nereusz,16.10
Bernarda,19.05
Uniemysł,03.02
Sylwina,17.02
Sylwina,12.09
Sylwina,28.09
Afrodyzjusz,14.03
Afrodyzjusz,28.04
Afrodyzjusz,30.04
Natanael,24.08
Jowita,15.02
Filemona,08.03
Filemona,21.03
Filemona,22.11
Janisław,24.06
Bądzsław,12.08
Cieszymir,24.08
Domaczaja,11.10
Błażej,03.02
Błażej,29.11
Datyw,27.01
Datyw,12.02
Datyw,10.09
Gabriel,10.02
Gabriel,27.02
Gabriel,16.03
Gabriel,24.03
Gabriel,29.09
Gabriel,12.11
Melecjusz,12.02
Melecjusz,01.09
Melecjusz,21.09
Melecjusz,04.12
Flawia,18.02
Flawia,07.05
Flawia,12.05
Flawia,23.08
Flawia,05.10
Tertulian,27.04
Tertulian,04.08
Fidol,16.05
Eunika,01.06
Mariusz,19.01
Mariusz,04.02
Mariusz,09.02
Mariusz,26.04
Mariusz,25.05
Mariusz,31.12
Liliana,14.02
Liliana,04.09
Leopolda,02.04
Nastazja,23.04
Nastazja,17.08
Nowellon,27.07
Benicjusz,22.08
Asklepiades,18.10
Anastazy,11.01
Anastazy,22.01
Anastazy,17.02
Anastazy,21.04
Anastazy,27.04
Anastazy,20.05
Anastazy,30.05
Anastazy,11.06
Anastazy,14.06
Anastazy,17.08
Anastazy,21.08
Anastazy,05.12
Anastazy,19.12
Anastazy,21.12
Hiacynt,16.03
Hiacynt,04.07
Hiacynt,26.07
Hiacynt,17.08
Hiacynt,11.09
Dominika,09.04
Dominika,14.05
Dominika,06.06
Dominika,06.07
Bogdała,07.05
Juliusz,19.01
Juliusz,12.04
Juliusz,19.08
Juliusz,05.12
Nawoj,11.03
Fenenna,14.05
Domasława,07.09
Patapiusz,08.12
Benedykt,12.01
Benedykt,11.02
Benedykt,12.02
Benedykt,17.02
Benedykt,11.03
Benedykt,23.03
Benedykt,27.03
Benedykt,03.04
Benedykt,04.04
Benedykt,16.04
Benedykt,30.04
Benedykt,08.05
Benedykt,11.05
Benedykt,07.07
Benedykt,11.07
Benedykt,13.07
Benedykt,16.07
Benedykt,21.07
Benedykt,13.11
Salwator,18.03
Salwator,17.04
Salwator,22.11
Cyrus,31.01
Cyrus,12.09
Maron,14.02
Maron,15.04
Zbysław,23.03
Zbysław,17.11
Krzesisław,28.03
Krzesisław,11.09
Horacjusz,24.04
Dagmara,24.05
Dagmara,12.12
Dagmara,20.12
Flawiana,20.07
Flawiana,05.10
Helga,14.01
Bożeciecha,14.03
Chryzanta,25.10
Miłowit,06.01
Bronimir,20.05
Syzyniusz,11.05
Syzyniusz,29.05
Syzyniusz,23.11
Syzyniusz,29.11
Henryka,21.02
Bertold,29.03
Bertold,27.07
Bertold,14.12
Felin,01.06
Nikodem,01.06
Nikodem,03.08
Nikodem,31.08
Nikodem,15.09
Lutfryd,21.06
Plutarch,28.06
Albwin,05.02
Lutomysł,25.03
Jolanta,15.06
Akcjusz,01.08
Inez,21.01
Falibor,08.07
Andromeda,07.08
Izajasz,08.02
Izajasz,16.02
Samuel,16.02
Samuel,03.03
Samuel,10.05
Samuel,20.08
Samuel,10.10
Samuel,21.10
Ernesta,31.07
Grzymisława,24.12
Egwin,30.12
Benedykta,04.01
Benedykta,21.03
Benedykta,06.05
Benedykta,29.06
Nadbor,28.02
Rycheza,21.05
Castiel,18.09
Wenerand,18.01
Wenerand,25.05
Nazariusz,10.05
Nazariusz,12.06
Nazariusz,28.07
Antuza,27.07
Afra,05.08
Poliksena,23.09
Marwald,22.02
Ulryka,08.05
Aneta,16.06
Aneta,17.07
Aneta,24.10
Aneta,09.12
Oktawian,22.03
Oktawian,23.03
Oktawian,06.08
Oktawian,02.09
Herakliusz,17.05
Herakliusz,08.06
Gościsława,15.10
Małgorzata,12.01
Małgorzata,18.01
Małgorzata,22.02
Małgorzata,25.03
Małgorzata,10.04
Małgorzata,13.04
Małgorzata,27.05
Małgorzata,10.06
Małgorzata,13.07
Małgorzata,20.07
Małgorzata,20.08
Małgorzata,27.08
Małgorzata,30.08
Małgorzata,14.10
Małgorzata,16.10
Małgorzata,17.10
Małgorzata,02.11
Małgorzata,16.11
Małgorzata,27.11
Małgorzata,30.12
Bonitus,12.01
Onufry,23.01
Onufry,10.06
Onufry,12.06
Herkulan,01.03
Herkulan,28.05
Herkulan,12.08
Herkulan,05.09
Herkulan,25.09
Herkulan,07.11
Tomisław,01.04
Tomisław,21.12
Ryszarda,18.09
Melchior,06.01
Melchior,28.07
Melchior,07.09
Melchior,07.11
Eksuperancjusz,30.05
Eksuperancjusz,30.12
Ampeliusz,08.02
Ampeliusz,12.02
Ampeliusz,14.05
Ampeliusz,20.11
Hermogenes,17.02
Hermogenes,25.04
Hermogenes,10.12
Teotyk,08.03
Wszegniew,14.04
Wszegniew,15.04
Bronisław,30.01
Bronisław,18.08
Bronisław,01.09
Bronisław,03.09
Bronisław,06.10
Kandyd,09.03
Kandyd,11.03
Kandyd,22.09
Ubald,09.04
Ubald,16.05
Ursus,13.04
Ursus,30.07
Ursus,30.09
Ardalion,14.04
Filona,25.04
Lubomira,23.08
Makrobiusz,13.09
Weridiana,01.02
Rodomił,05.02
Faust,15.02
Faust,16.07
Faust,06.09
Faust,04.10
Faust,13.10
Faust,19.11
Faust,26.11
Arseniusz,08.05
Arseniusz,19.07
Arseniusz,14.12
Fabia,31.07
Leon,26.01
Leon,06.02
Leon,20.02
Leon,01.03
Leon,14.03
Leon,11.04
Leon,19.04
Leon,20.04
Leon,22.04
Leon,25.05
Leon,12.06
Leon,28.06
Leon,30.06
Leon,03.07
Leon,12.07
Leon,17.07
Leon,20.07
Leon,10.09
Leon,10.10
Leon,10.11
Juda Tadeusz,28.10
Markusław,25.04
Andrzej,06.01
Andrzej,19.01
Andrzej,26.01
Andrzej,01.02
Andrzej,02.02
Andrzej,04.02
Andrzej,15.02
Andrzej,18.02
Andrzej,12.04
Andrzej,27.04
Andrzej,13.05
Andrzej,15.05
Andrzej,16.05
Andrzej,17.05
Andrzej,29.05
Andrzej,30.05
Andrzej,03.06
Andrzej,26.06
Andrzej,04.07
Andrzej,12.07
Andrzej,13.07
Andrzej,16.07
Andrzej,17.07
Andrzej,21.07
Andrzej,04.08
Andrzej,19.08
Andrzej,21.08
Andrzej,29.08
Andrzej,20.09
Andrzej,23.09
Andrzej,17.10
Andrzej,20.10
Andrzej,01.11
Andrzej,10.11
Andrzej,24.11
Andrzej,28.11
Andrzej,30.11
Andrzej,10.12
Epifani,21.01
Agrykola,17.03
Agrykola,04.11
Agrykola,16.12
Celestyn,19.05
Celestyn,27.07
Wilburga,11.12
Odyseusz,01.01
Wadim,09.04
Waleriusz,16.01
Waleriusz,28.01
Waleriusz,29.01
Abraham,14.02
Abraham,16.03
Abraham,15.06
Abraham,09.10
Abraham,06.12
Abraham,19.12
Just,25.02
Just,28.05
Just,21.07
Just,06.08
Just,14.10
Just,18.10
Just,10.11
Prosper,02.03
Prosper,25.06
Prosper,29.07
Petronela,01.05
Petronela,31.05
Metoda,07.07
Arystydes,31.08
Gotfryd,13.01
Gotfryd,08.11
Milawia,17.10
Przemysł,13.04
Przemysł,04.09
Przemysł,29.11
Magda,25.05
Lesław,28.11
Franciszek Ksawery,31.01
Franciszek Ksawery,03.12
Symforian,22.08
Symforian,08.11
Przybysława,12.12
Geroncjusz,19.01
Geroncjusz,05.05
Geroncjusz,09.05
Telimena,03.02
Telimena,05.07
Telimena,11.08
Agata,05.02
Agata,14.11
Hilarion,12.02
Hilarion,12.07
Hilarion,21.10
Epafras,19.07
Zbylut,02.12
Piotr,03.01
Piotr,05.01
Piotr,09.01
Piotr,10.01
Piotr,14.01
Piotr,16.01
Piotr,18.01
Piotr,28.01
Piotr,31.01
Piotr,02.02
Piotr,08.02
Piotr,16.02
Piotr,17.02
Piotr,21.02
Piotr,22.02
Piotr,23.02
Piotr,24.02
Piotr,02.03
Piotr,10.03
Piotr,12.03
Piotr,14.03
Piotr,30.03
Piotr,06.04
Piotr,09.04
Piotr,15.04
Piotr,26.04
Piotr,27.04
Piotr,28.04
Piotr,29.04
Piotr,30.04
Piotr,03.05
Piotr,07.05
Piotr,08.05
Piotr,13.05
Piotr,15.05
Piotr,19.05
Piotr,22.05
Piotr,02.06
Piotr,03.06
Piotr,07.06
Piotr,23.06
Piotr,29.06
Piotr,02.07
Piotr,04.07
Piotr,06.07
Piotr,07.07
Piotr,08.07
Piotr,12.07
Piotr,25.07
Piotr,30.07
Piotr,02.08
Piotr,03.08
Piotr,06.08
Piotr,11.08
Piotr,18.08
Piotr,27.08
Piotr,29.08
Piotr,30.08
Piotr,02.09
Piotr,09.09
Piotr,10.09
Piotr,12.09
Piotr,17.09
Piotr,23.09
Piotr,25.09
Piotr,04.10
Piotr,18.10
Piotr,19.10
Piotr,21.10
Piotr,03.11
Piotr,16.11
Piotr,21.11
Piotr,24.11
Piotr,26.11
Piotr,28.11
Piotr,04.12
Piotr,06.12
Piotr,09.12
Piotr,21.12
Piotr,25.12
Gemma,11.04
Gemma,20.06
Bożydar,09.05
Bożydar,27.06
Bożydar,02.07
Bożydar,10.08
Bożydar,09.10
Bożydar,08.11
Dobrowoja,14.08
Rościsława,07.10
Cyryl,09.02
Cyryl,14.02
Cyryl,06.03
Cyryl,18.03
Cyryl,29.03
Cyryl,27.06
Cyryl,09.07
Cyryl,22.07
Cyryl,08.08
Cyryl,28.10
Zbywoj,24.04
Bruno,17.05
Bruno,12.07
Bruno,18.07
Bruno,06.10
Bruno,15.10
Kancjusz,31.05
Bogufała,23.09
Cyrenia,01.11
Honorata,11.01
Honorata,22.12
Edburga,15.06
Edburga,20.06
Edburga,26.06
Edburga,12.12
Edburga,13.12
Romeusz,07.02
Romeusz,25.02
Damian,12.02
Damian,23.02
Damian,12.04
Damian,04.05
Damian,14.07
Damian,26.09
Damian,26.10
Damian,14.11
Jaczemir,02.06
Materna,02.06
Janina,12.06
Janina,24.06
Janina,12.07
Lilioza,27.07
Jan Chrzciciel,21.01
Jan Chrzciciel,14.02
Jan Chrzciciel,07.04
Jan Chrzciciel,20.06
Jan Chrzciciel,24.06
Jan Chrzciciel,29.08
Adelinda,28.08
Oda,27.11
Wyszesława,11.07
Namysław,22.08
Fausta,20.09
Adalbert,23.04
Adalbert,11.05
Adalbert,20.06
Auksenty,14.02
Auksenty,27.02
Auksenty,13.12
Auksenty,18.12
Patrycy,16.03
Patrycy,17.03
Patrycy,28.04
Patrycy,04.07
Patrycy,24.08
Dobromier,30.03
Galezy,18.11
Tygriusz,12.01
Edmunda,07.08
Świedarg,28.01
Świedarg,08.12
Izaura,17.06
Wedast,06.02
Heloiza,11.02
Heloiza,15.03
Heloiza,09.07
Wacław,05.03
Wacław,04.04
Wacław,28.09
Wacław,13.10
Walbert,02.05
Walbert,11.05
Kancjanela,31.05
Melchiades,11.01
Melchiades,10.12
Sabrina,29.01
Placyda,04.03
Placyda,15.06
Diogenes,06.04
Kalikst,16.04
Kalikst,14.08
Kalikst,14.10
Kalikst,13.11
Furzeusz,16.01
Przecława,21.05
Przedbor,27.09
Sierosława,27.02
Tadeusz,11.05
Tadeusz,25.10
Tadeusz,28.10
Jarogniewa,12.06
Iga,11.05
Iga,14.07
Iga,31.07
Iga,16.10
Meinrad,21.01
Dobiesława,14.02
Dobiesława,13.05
Agapit,18.02
Agapit,16.03
Agapit,22.04
Agapit,18.08
Eutropia,15.06
Eutropia,15.09
Eutropia,30.10
Eutropia,14.12
Hermes,28.08
Dalwin,04.10
Amfiloch,23.11
Krystyna,18.01
Krystyna,13.02
Krystyna,14.02
Krystyna,13.03
Krystyna,24.07
Krystyna,06.11
Krystyna,05.12
Ludomira,21.03
Ludomira,07.05
Gebhard,27.08
Manea,27.08
Godzisława,24.12
Symplicy,10.03
Symplicy,10.05
Symplicy,24.06
Symplicy,29.07
Symplicy,16.08
Symplicy,26.08
Symplicy,08.11
Symplicy,20.11
Marianna,17.02
Marianna,02.06
Marianna,08.09
Antonina,25.02
Antonina,03.05
Antonina,04.05
Antonina,10.05
Antonina,12.06
Falimir,17.05
Sylwiusz,31.05
Sylwiusz,08.08
Gunter,08.10
Gunter,09.10
Gunter,28.11
Germanik,19.01
Elizeusz,14.06
Pelin,05.12
Gajusz,28.02
Gajusz,10.03
Gajusz,22.04
Gajusz,27.09
Gajusz,14.10
Bonifacy,19.02
Bonifacy,08.05
Bonifacy,14.05
Bonifacy,05.06
Bonifacy,19.06
Bonifacy,12.07
Bonifacy,17.08
Bonifacy,28.08
Bonifacy,04.09
Bonifacy,06.12
Wyszeniega,21.02
Wyszeniega,04.04
Agnellus,14.12
Enoch,03.01
Kasandra,22.01
Samanta,09.03
Waldebert,02.05
Waldebert,11.05
Więcerad,06.06
Włodzimir,16.01
Włodzimir,19.04
Włodzimir,20.04
Włodzimir,15.07
Włodzimir,11.08
Włodzimir,18.08
Włodzimir,25.09
Racława,05.09
Dolores,15.09
Imisław,30.09
Wszerad,14.11
Bonfilia,12.02
Bonfilia,17.02
Tespezy,01.06
Tespezy,20.11
Trofima,02.06
Trofima,05.07
Trofima,13.07
Trofima,05.11
Józef,01.01
Józef,19.01
Józef,21.01
Józef,29.01
Józef,04.02
Józef,14.02
Józef,15.02
Józef,16.02
Józef,19.02
Józef,28.02
Józef,01.03
Józef,17.03
Józef,19.03
Józef,23.03
Józef,24.03
Józef,03.04
Józef,04.04
Józef,07.04
Józef,12.04
Józef,17.04
Józef,27.04
Józef,30.04
Józef,01.05
Józef,09.06
Józef,23.06
Józef,28.06
Józef,03.07
Józef,04.07
Józef,07.07
Józef,22.07
Józef,25.08
Józef,27.08
Józef,31.08
Józef,18.09
Józef,24.10
Józef,27.10
Józef,08.11
Józef,14.11
Józef,15.11
Józef,25.11
Józef,24.12
Mamerta,11.05
Demetriusz,09.04
Demetriusz,08.10
Demetriusz,26.10
Demetriusz,10.11
Lucyna,30.06
Lucyna,17.10
Lucyna,26.10
Emmeram,22.09
Jaśmina,24.02
Jaśmina,24.11
Przemił,17.01
Przemił,07.11
Sobiesława,21.01
Sobiesława,01.12
Auksencja,14.02
Auksencja,27.02
Auksencja,13.12
Auksencja,18.12
Longin,15.03
Longin,16.03
Longin,24.04
Longin,24.06
Longin,03.07
Longin,07.11
Kajetan,07.08
Trzebiemir,15.08
Włościsława,03.01
Benignus,13.02
Benignus,06.06
Benignus,01.11
Benignus,09.11
Dobrociech,05.06
Dobrociech,08.06
Ludgarda,16.06
Wirzchosław,10.08
Wirzchosław,26.08
Liceria,27.08
Tulia,05.10
Orestes,09.11
Orestes,23.11
Orestes,13.12
Mieczysława,01.01
Mieczysława,12.06
Deder,16.12
Teodot,06.05
Teodot,18.05
Teodot,03.07
Teodot,31.08
Teodot,02.11
Teodot,14.11
Myślibora,28.09
Tertulia,29.04
Trzebiesława,12.02
Gertruda,18.02
Gertruda,17.03
Gertruda,16.11
Marek,24.02
Marek,05.03
Marek,13.03
Marek,19.03
Marek,24.03
Marek,29.03
Marek,10.04
Marek,25.04
Marek,28.04
Marek,18.06
Marek,21.09
Marek,28.09
Marek,07.10
Marek,22.10
Marek,24.10
Marek,05.11
Marek,16.11
Marek,22.11
Gromisław,25.02
Gromisław,11.10
Nikandra,15.03
Nikandra,17.06
Nikandra,07.11
Turybiusz,23.03
Turybiusz,16.04
Amancjusz,08.04
Amancjusz,10.06
Amancjusz,26.09
Amancjusz,04.11
Papiasz,29.01
Papiasz,22.02
Papiasz,25.02
Papiasz,07.07
Mederyk,29.08
Oliwer,27.05
Jarema,16.02
Krzysław,28.03
Malwina,04.07
Gajana,29.09
Basjan,19.01
Radociech,17.04
Radociech,25.04
Lukrecja,07.06
Lukrecja,23.11
Meriadek,07.06
Bawon,01.10
Herakles,01.03
Herakles,14.07
Herakles,05.09
Eleukadia,14.02
Myślidar,31.03
Feliksa,23.08
Sebastiana,16.09
Saturnina,12.02
Saturnina,20.05
Saturnina,04.06
Saturnina,31.10
Saturnina,31.12
Fryderyka,27.05
Fryderyka,18.07
Fryderyka,06.10
Eulogiusz,21.01
Eulogiusz,13.02
Eulogiusz,11.03
Eulogiusz,05.05
Eulogiusz,25.06
Eulogiusz,13.09
Adolfa,11.02
Adolfa,14.02
Adolfa,17.06
Adolfa,08.07
Adolfa,27.09
Augusta,27.03
Augusta,31.10
Bazylides,12.06
Bazylides,30.06
Bazylides,23.12
Jagoda,02.07
Kolumba,10.01
Kolumba,03.03
Kolumba,20.05
Kolumba,17.09
Kolumba,24.09
Kolumba,31.12
Tankred,09.04
Faustyna,05.10
Winicjusz,03.04
Aldona,01.03
Aldona,10.09
Aldona,11.10
Lutogniew,25.03
Lutogniew,11.05
Miranda,11.05
Ciechosława,30.06
Ciechosława,04.12
Alma,10.07
Flawian,28.01
Flawian,14.02
Flawian,16.02
Flawian,17.02
Flawian,18.02
Flawian,24.02
Flawian,20.07
Flawian,23.08
Flawian,22.12
Retycja,15.05
Alfonsa,28.07
Alfonsa,31.07
Mirabella,27.09
Gumbert,21.02
Terencjusz,10.04
Terencjusz,21.06
Marcel,14.07
Achacja,28.07
Sulibor,03.10
Sulibor,17.11
Przecław,07.04
Przecław,03.09
Dalmacy,15.02
Dalmacy,03.08
Dalmacy,26.09
Dalmacy,05.12
Olga,26.03
Olga,13.06
Olga,11.07
Olga,24.07
Symplicja,14.04
Symplicja,15.05
Żyrosława,18.08
Tryfena,10.11
Gonsalwy,16.01
Gonsalwy,02.02
Bogumiła,13.01
Bogumiła,18.04
Bogumiła,10.06
Bogumiła,20.06
Bogumiła,20.12
Waleria,28.04
Waleria,05.06
Waleria,08.10
Waleria,09.12
Guncerz,08.10
Guncerz,09.10
Guncerz,28.11
Żaneta,27.11
Żaneta,27.12
Wilhelm,01.01
Wilhelm,10.01
Wilhelm,07.02
Wilhelm,10.02
Wilhelm,17.02
Wilhelm,18.02
Wilhelm,06.04
Wilhelm,17.05
Wilhelm,28.05
Wilhelm,29.05
Wilhelm,08.06
Wilhelm,24.06
Wilhelm,25.06
Wilhelm,05.07
Wilhelm,26.07
Wilhelm,29.07
Wilhelm,02.09
Więcesław,28.09
Chionia,01.04
Alruna,27.01
Lubodrog,05.02
Porfiriusz,16.02
Porfiriusz,26.02
Porfiriusz,01.06
Miłostryj,16.03
Lucyla,04.05
Lucyla,29.07
Lucyla,31.10
Przebor,09.05
Spycisław,11.11
Alba,17.01
Chociesław,07.01
Chociesław,10.05
Jerosława,21.01
Gawin,19.02
Gawin,30.05
Montan,24.02
Koleta,06.03
Aldmir,24.03
Antypas,11.04
Achacy,02.01
Achacy,27.02
Achacy,31.03
Achacy,09.04
Achacy,28.04
Achacy,08.05
Achacy,22.06
Achacy,28.07
Achacy,27.11
Hildegarda,17.09
Mścigniewa,15.12
Drogosław,17.09
Drogosław,15.10
Drogosław,15.12
Tyberiusz,24.04
Rustyk,25.04
Rustyk,17.08
Rustyk,10.10
Rustyk,14.10
Rustyk,26.10
Kastor,13.02
Kastor,28.03
Kastor,21.09
Żywila,15.02
Patryk,16.03
Patryk,17.03
Patryk,28.04
Patryk,24.08
Wszemił,12.05
Wszemił,22.11
Dobiesław,14.05
Heraklides,28.06
Licynia,07.08
Świecław,09.09
Świecław,09.11
Świecław,14.11
Aniceta,23.01
Aniceta,17.04
Aniceta,12.08
Domicjusz,23.10
Geraldyna,13.10
Geraldyna,05.12
Oliwia,05.03
Oliwia,15.06
Felicyta,07.03
Felicyta,04.09
Felicyta,23.11
Klementyn,14.11
Apolonia,09.02
Gracjana,23.10
Gracjanna,23.10
Rogat,28.03
Rogat,17.08
Przybywoj,05.07
Irmfryda,25.09
Nonnus,06.11
Bogumił,13.01
Bogumił,18.01
Bogumił,26.02
Bogumił,10.06
Bogumił,03.11
Bogumił,20.12
Orfeusz,27.02
Zbygniewa,17.03
Synezjusz,21.05
Synezjusz,12.12
Rościsław,17.01
Rościsław,30.07
Otton,16.01
Otton,01.07
Milena,24.01
Milena,24.05
Milena,30.06
Milena,22.07
Włościwoj,11.08
Luboradz,22.12
Telesfor,02.01
Czesław,19.04
Czesław,20.04
Czesław,12.06
Czesław,20.07
Czesław,02.09
Kwadrat,26.05
Sancja,26.07
Sancja,18.08
Zdobysław,30.07
Dżesika,04.11
Tatiana,12.01
Tatiana,25.01
Klaudian,26.02
Wieńczysław,25.03
Waldetruda,09.04
Witold,15.06
Witold,12.10
Witold,12.11
Mścigniew,15.12
Mścigniew,19.12
Henryk,19.01
Henryk,23.01
Henryk,27.01
Henryk,19.02
Henryk,02.03
Henryk,10.04
Henryk,10.06
Henryk,13.07
Henryk,14.07
Henryk,15.07
Pryskus,28.03
Wszemir,21.05
Wszemir,18.12
Sobiesąd,09.09
Lesława,28.11
Leona,26.01
Leona,06.02
Leona,20.02
Leona,01.03
Leona,14.03
Leona,11.04
Leona,19.04
Leona,20.04
Leona,22.04
Leona,25.05
Leona,12.06
Leona,28.06
Leona,30.06
Leona,03.07
Leona,12.07
Leona,17.07
Leona,20.07
Leona,10.09
Leona,10.10
Leona,10.11
Amadeusz,30.03
Amadeusz,10.08
Amadeusz,27.08
Amadeusz,12.09
Amadeusz,27.09
Spirydion,12.12
Nahum,14.12
Hipolit,03.02
Hipolit,20.03
Hipolit,13.08
Hipolit,22.08
Hipolit,21.09
Elpidia,07.03
Elpidia,02.09
Izolda,06.04
Izolda,15.06
Florencjusz,15.05
Florencjusz,13.10
Florencjusz,07.11
Eudoksjusz,02.11
Fabiana,20.01
Bolesław,12.06
Bolesław,23.07
Bolesław,19.08
Bolesław,22.08
Maksencjusz,26.06
Maksencjusz,12.12
Huberta,03.11
Kunibert,12.11
Prosimir,01.02
Prosimir,09.06
Prosimir,22.09
Sylwana,28.02
Adelbert,25.06
Tacjan,12.09
Manfred,28.01
Manfred,27.10
Nina,14.01
Ludger,26.03
Gościrad,28.11
Protazja,19.12
Mścisława,09.01
Mścisława,09.03
Mścisława,04.11
Honoryna,27.02
Ludolfina,29.03
Anika,03.05
Filadelf,10.05
Dagna,11.09
Dagna,20.12
Inga,25.10
Teodozy,11.01
Teodozy,14.02
Teodozy,26.03
Teodozy,17.07
Bartłomiej,23.01
Bartłomiej,12.02
Bartłomiej,17.02
Bartłomiej,21.04
Bartłomiej,30.04
Bartłomiej,06.05
Bartłomiej,05.07
Bartłomiej,16.07
Bartłomiej,24.08
Bartłomiej,03.09
Bartłomiej,05.10
Bartłomiej,23.10
Bartłomiej,11.11
Bartłomiej,05.12
Bartłomiej,27.12
Izbygniew,03.04
Maksyma,08.04
Maksyma,30.07
Maksyma,01.10
Maksyma,16.10
Sobiemysł,02.09
Egidia,10.01
Egidia,07.02
Egidia,23.04
Egidia,14.05
Egidia,01.09
Syntia,30.01
Bratumiła,03.06
Bratumiła,04.12
Braturad,04.06
Uniewit,06.09
Dobroniega,20.01
Dobroniega,26.08
Kleonik,03.03
Przemyślibor,09.03
Ruprecht,20.03
Krescencja,05.04
Kamil,14.07
Kamil,18.07
Kamil,15.09
Kamil,25.09
Dobrowit,18.09
Dacjusz,14.01
Dacjusz,27.01
Dacjusz,21.10
Żanna,04.02
Żanna,30.05
Żanna,17.08
Żanna,27.12
Niegosław,06.07
Niegosław,08.08
Prymityw,18.07
Prymityw,27.11
Lutwin,29.09
Lutomir,10.10
Bibianna,02.12
Miesław,01.01
Donata,17.07
Donata,31.12
Krystyn,29.04
Krystyn,23.07
Krystyn,13.11
Soter,22.04
Brunon,17.05
Brunon,12.07
Brunon,14.07
Brunon,18.07
Brunon,06.10
Brunon,11.10
Brunon,15.10
Dunstan,19.05
Hezychiusz,15.06
Hezychiusz,07.07
Hezychiusz,07.11
Hezychiusz,18.11
Hezychiusz,26.11
Włodzisław,27.06
Włodzisław,19.07
Włodzisław,25.09
Włodzisław,13.11
Tytus,04.01
Tytus,26.01
Tytus,06.02
Tytus,15.04
Tytus,26.07
Tytus,16.08
Tytus,18.09
Falisław,13.01
Mirosław,02.02
Mirosław,26.02
Mirosław,03.07
Maura,13.02
Maura,03.05
Maura,21.09
Maura,30.11
Robert,21.02
